ID;DEPARTAMENTO;ACCESS POINT;ATA AUDIOCODES;EQUIPO CLIENTE;EQUIPO SERVIDOR;IMPRESORA LASER;MESA PARA TV O IMPRESORA;SKY EDGE WEB ENHANCE;SWITCH 8 PUERTOS;TELEFONO PUBLICO;"TELEVISOR 42""";Total general
50968;VALLE DEL CAUCA;AP1201;AT1081;;ES0881;IM1131;ME1857;SE0881;SW0890;TP2802;TV1131;9
50969;VALLE DEL CAUCA;AP0906;AT1116;;ES1046;IM0996;ME2009;SE0916;SW0916;TP0946;TV0936;9
50970;CORDOBA;AP1633;AT1298;;ES1618;;ME2438;SE1268;SW1273;TP3480;TV1568;8
50971;CAUCA;AP0491;AT0249;;ES0060;IM0410;ME1558;SE0662;SW0327;TP0076;TV0703;9
50972;BOLIVAR;AP2248;AT2358;EC2295;ES2943;IM2349;ME3145;SE2300;SW2261;TP2307;TV2449;10
50974;BOLIVAR;AP2440;AT2160;;ES2120;IM2220;ME2887;SE2181;SW2355;;TV2261;8
50976;CAUCA;AP0270;AT0270;;ES0270;IM3453;ME1526;SE0270;SW0270;TP0427;TV0270;9
50977;CAUCA;AP0200;AT0200;;ES0156;IM0200;ME1203;SE0200;SW0200;TP3992;TV0200;9
50978;CAUCA;AP0266;AT0266;;ES3109;IM0266;ME3686;SE0266;SW0266;TP0266;TV0266;9
50979;CAUCA;AP0411;AT0238;;ES3104;IM0417;ME3554;SE0657;SW0557;TP3335;;8
50980;CAUCA;AP0410;AT0237;;ES0704;IM0107;ME1551;SE0656;SW0556;TP0449;TV0097;9
50981;CAUCA;AP0798;AT0798;;ES0798;;ME3603;SE0798;SW0798;TP0010;TV0798;8
50982;CORDOBA;AP1346;AT1444;;ES2952;IM1589;ME2409;SE1457;SW1392;TP1296;TV1648;9
50983;CORDOBA;AP1410;AT1350;;ES1310;IM1510;ME2270;SE1610;SW1310;TP1510;TV1310;9
50985;CAUCA;AP0267;AT0267;;ES0267;IM0267;ME1411;SE0267;SW0267;TP4024;TV0267;9
50986;CAUCA;AP0284;AT0284;;ES0388;IM0284;ME1413;SE0284;SW0284;TP0284;TV0284;9
50987;CAUCA;AP0706;AT0706;;ES0706;IM3369;ME3607;SE0706;SW0706;TP0706;TV0706;9
50988;CAUCA;AP0464;AT0032;;;IM0032;ME1037;SE0032;SW0032;TP3497;TV0085;8
50989;CAUCA;AP0481;AT0834;;ES0481;IM3365;ME3614;SE0340;SW0460;TP0825;TV0222;9
50992;CAUCA;AP0475;AT0835;;ES0474;IM0224;;SE0342;SW0325;TP0313;TV0215;8
50993;CAUCA;AP0334;AT0486;;ES0220;IM3490;ME1728;SE0641;SW0824;TP0475;TV0613;9
50994;CORDOBA;AP1293;AT1222;;ES1392;IM1332;ME2214;SE1543;SW1242;TP1342;TV1372;9
50998;CAUCA;AP0283;AT0283;;ES0283;IM0283;ME1427;SE0283;SW0283;TP0283;TV0283;9
50999;CAUCA;AP0196;AT0207;;ES0196;;ME3627;SE0196;SW0196;TP4264;TV0196;8
51004;BOLIVAR;AP2401;AT2280;;ES2190;IM2130;ME2975;SE2220;SW2380;TP2440;TV2381;9
51005;VALLE DEL CAUCA;AP0907;AT1117;;ES1047;IM0858;ME3709;SE0917;SW0917;;TV0937;8
51008;CAUCA;AP0170;AT0170;;ES0170;IM0170;ME1386;SE0170;SW0170;TP0170;TV0170;9
51009;CAUCA;AP0265;AT0265;;ES0265;IM0265;ME3579;SE0819;SW0265;TP0691;TV0265;9
51011;CORDOBA;AP1561;AT1261;;ES3118;IM1581;ME2243;SE1301;SW1301;TP1389;TV1629;9
51012;CORDOBA;AP1454;AT1313;;ES1348;IM1553;ME2105;SE1653;SW1353;TP1548;TV1353;9
51013;CORDOBA;AP1277;AT1227;;ES1377;IM1337;ME2251;SE1527;SW1227;TP1239;TV1377;9
51014;CORDOBA;AP1292;AT1221;;ES2934;IM1648;;SE1541;SW1241;TP4663;TV1371;8
51015;CORDOBA;AP1555;AT1678;;ES1315;IM1388;ME2366;SE1371;SW1470;TP4641;TV1506;9
51016;VALLE DEL CAUCA;AP0923;AT0943;;ES1103;IM3289;ME1786;SE0913;SW1023;TP0943;TV1043;9
51017;VALLE DEL CAUCA;AP0952;AT1132;;ES1033;IM3008;ME1849;SE1107;SW1032;TP3591;TV1012;9
51018;VALLE DEL CAUCA;AP1193;AT1073;;ES0873;IM1123;ME1766;SE0874;SW0882;TP2791;TV1123;9
51019;VALLE DEL CAUCA;AP0942;AT0952;;ES1072;IM0992;ME1795;SE0932;SW0952;TP0933;TV0910;9
51020;VALLE DEL CAUCA;AP0877;AT1107;;ES2912;IM0907;ME3757;SE1147;SW1007;TP1187;TV1047;9
51021;VALLE DEL CAUCA;AP1114;AT0863;;ES1114;IM1172;ME1949;SE1024;SW1115;TP1105;TV1064;9
51022;VALLE DEL CAUCA;AP0972;AT1192;;ES0924;IM0872;ME1989;SE1071;SW1172;TP3412;TV1172;9
51023;VALLE DEL CAUCA;AP1090;AT1043;;ES0876;IM0953;;SE0960;SW1127;TP1180;TV0883;8
51024;VALLE DEL CAUCA;AP0857;AT1147;;ES1007;IM0917;ME2042;SE1117;SW0907;TP3387;TV0917;9
51025;VALLE DEL CAUCA;AP0939;AT0949;;ES1069;IM0989;ME3707;SE0929;SW0949;;TV0909;8
51026;CAUCA;AP0058;AT0095;EC0091;ES0848;IM0664;;SE0228;SW0444;TP0394;TV0475;9
51027;CAUCA;AP0748;AT0748;;ES0748;IM0748;ME1659;SE0748;SW0748;TP0748;TV0748;9
51029;VALLE DEL CAUCA;AP1069;AT1012;;ES1167;IM1011;ME1825;SE0989;SW1139;TP1111;TV0862;9
51030;VALLE DEL CAUCA;AP1204;AT1084;;ES0878;IM1134;ME1942;SE0884;SW0887;TP1179;TV1134;9
51031;VALLE DEL CAUCA;AP0892;AT1142;;ES1022;IM3009;ME3729;SE0952;SW1052;TP3143;TV0932;9
51032;VALLE DEL CAUCA;AP1109;AT1098;;ES0900;IM1139;ME1821;SE1156;SW0899;TP2795;TV1139;9
51033;VALLE DEL CAUCA;AP0953;AT1133;;ES1034;IM0973;ME2033;SE1113;SW1033;TP1173;TV1013;9
51034;CORDOBA;AP1472;AT1392;;ES1504;IM1653;ME2309;SE1254;SW1454;TP3540;TV1674;9
51035;CORDOBA;AP1436;AT1325;;ES1636;IM1536;ME2273;SE1636;SW1336;TP1482;TV1336;9
51036;META;AP2487;AT2487;;ES2487;IM2487;ME3230;SE2487;SW2487;TP3270;TV2487;9
51037;BOLIVAR;AP2385;AT3167;;ES2158;IM2925;;;SW2155;TP2386;;6
51038;CORDOBA;AP1418;AT1276;;ES1318;IM1524;ME2124;SE1623;SW1323;TP4701;TV1318;9
51040;CORDOBA;AP1485;AT3178;;ES1485;;ME2331;SE1235;SW1435;TP3133;TV1306;8
51041;CORDOBA;AP1276;AT1226;;ES1376;IM1336;;SE1526;SW1226;;TV1634;7
51042;CORDOBA;AP1442;AT1319;;ES1339;IM1542;ME2115;SE1642;SW1342;TP3150;TV1342;9
51043;SUCRE;AP1713;AT1713;;ES1713;IM1713;ME2501;SE1713;SW1713;TP3469;TV1713;9
51045;CAUCA;AP0416;AT0759;;ES0066;IM0422;ME3635;SE0756;SW0562;TP0759;TV0759;9
51046;CAUCA;AP0178;AT0178;;ES0178;;ME1673;SE0178;SW0178;TP0178;TV0178;8
51047;CAUCA;AP0122;AT0122;;ES0122;IM0122;ME1368;SE0122;SW0122;TP0122;TV0122;9
51048;CORDOBA;AP1589;AT1486;;ES1678;IM1234;ME2191;SE1326;SW1574;;TV1256;8
51049;CORDOBA;AP1609;AT1448;;ES1609;IM3292;ME2442;SE1320;SW1259;TP1644;TV1559;9
51050;SUCRE;AP1791;AT1791;;ES1791;IM1791;ME2586;SE1791;SW1791;TP2029;TV1791;9
51051;VALLE DEL CAUCA;AP0984;AT1156;;ES1152;IM0932;ME1087;SE1084;SW1003;TP0899;TV1098;9
51052;VALLE DEL CAUCA;AP0954;AT1134;;;IM0974;ME3388;SE1114;SW1034;TP1174;TV1014;8
51053;VALLE DEL CAUCA;AP1168;AT1097;;ES0899;IM1138;ME1819;SE1160;;TP1047;TV1136;8
51054;VALLE DEL CAUCA;AP1093;AT1046;;ES1193;IM3045;ME1846;SE0957;SW1130;TP1134;TV0886;9
51055;VALLE DEL CAUCA;AP1143;AT0884;;ES1135;IM0968;ME1922;SE1044;SW0984;TP0884;TV1084;9
51056;VALLE DEL CAUCA;AP0965;AT1205;;ES0915;IM0865;ME1991;SE1065;SW1165;TP0965;TV1165;9
51057;VALLE DEL CAUCA;AP1160;AT1090;;ES0891;IM1150;ME1805;SE1162;SW0860;TP1114;TV1150;9
51058;VALLE DEL CAUCA;AP1167;AT1096;;ES0809;IM1170;ME1822;SE1159;SW0896;;TV1138;8
51059;VALLE DEL CAUCA;AP0940;AT0950;;;IM3043;;SE0930;SW0950;TP0930;TV0913;7
51060;VALLE DEL CAUCA;AP1115;AT0865;;ES1115;IM1174;;SE1025;SW0965;TP1099;TV1065;8
51061;VALLE DEL CAUCA;AP1108;AT0864;;ES1107;IM3195;ME1950;SE1018;SW0956;TP1098;TV1056;9
51062;SUCRE;AP1902;AT1852;;ES1902;IM3213;ME3913;SE1900;SW1902;TP2030;TV1904;9
51063;CORDOBA;AP1481;AT1586;;ES2894;IM1696;ME2335;SE1232;SW1432;TP3004;TV1680;9
51064;CORDOBA;AP1340;AT1431;;ES1269;IM1571;ME2415;SE1471;SW1381;TP1362;TV1641;9
51065;CORDOBA;AP1496;AT1365;;ES2935;IM2931;ME2342;SE1215;SW1406;TP1291;TV1686;9
51066;CORDOBA;AP2918;AT1437;;;IM1588;ME2403;SE1464;SW1393;TP1395;TV1647;8
51067;VALLE DEL CAUCA;AP1073;AT1016;;ES1171;IM1015;ME1967;SE0993;SW1143;TP1117;TV0866;9
51068;VALLE DEL CAUCA;AP1136;AT0877;;ES1128;IM3241;ME1918;SE1037;SW0977;TP0878;TV1077;9
51069;VALLE DEL CAUCA;AP1081;AT1024;;ES1182;IM1025;ME1886;SE1004;SW1151;;TV0874;8
51070;VALLE DEL CAUCA;AP1175;AT1105;;ES0905;IM1145;ME1814;SE1091;SW0905;TP1055;TV1145;9
51071;SUCRE;AP1883;AT1883;;ES1883;IM1883;ME2757;SE1883;SW1883;TP2016;TV1883;9
51073;CORDOBA;AP1604;AT1210;;ES1400;IM1600;ME2229;SE1550;SW1250;TP3667;TV2893;9
51074;META;AP2489;AT3071;;ES3131;IM3065;ME3216;SE2489;SW2901;TP3732;TV2929;9
51076;VALLE DEL CAUCA;AP1070;AT1013;;ES1168;IM3522;ME1826;SE0990;SW1140;TP1112;TV0863;9
51077;CAUCA;AP0807;AT0554;;ES0407;IM0557;ME3670;SE0056;SW0207;TP0852;TV0604;9
51078;CAUCA;AP0852;AT0506;;ES0427;IM0575;ME1008;SE0062;SW0217;TP0810;TV0588;9
51080;BOLIVAR;AP2438;AT2410;;ES2118;IM2218;ME2885;SE2183;SW2352;TP3108;TV2263;9
51081;BOLIVAR;AP2428;AT2173;;ES2107;IM2208;ME3849;SE2275;SW2448;TP5203;TV2273;9
51082;BOLIVAR;AP2338;AT2408;;ES2358;IM2203;ME2947;SE2403;SW2123;TP3505;TV2338;9
51083;BOLIVAR;AP2339;AT2409;;ES2359;IM2202;ME2946;SE2402;SW2122;TP2351;;8
51084;BOLIVAR;AP2848;AT2848;;ES2848;IM3098;ME3413;SE2848;SW2848;TP2374;TV2848;9
51085;BOLIVAR;AP2333;AT2332;;ES2343;IM2392;ME3865;SE2134;SW2276;TP5249;;8
51086;BOLIVAR;AP2304;AT2254;;ES3056;IM3161;ME3143;SE2454;SW2259;TP3454;TV2205;9
51087;BOLIVAR;AP2423;AT2398;;ES2152;IM3339;ME2870;SE2172;SW2325;TP2300;TV2402;9
51088;BOLIVAR;AP2318;AT2318;;ES2328;IM2378;ME3002;SE2118;SW2428;TP2400;TV2228;9
51090;BOLIVAR;AP2424;AT2399;;ES2153;;ME2869;SE2173;SW2322;TP2301;TV2403;8
51091;CAUCA;AP0610;AT0642;;ES0227;IM0849;ME1325;SE0364;SW0390;TP0672;TV0378;9
51092;CAUCA;AP0678;AT0688;;ES0515;IM0508;ME1066;SE0532;SW0812;TP0457;TV0318;9
51093;CAUCA;AP0337;AT0482;;ES3074;IM0627;ME1131;SE0645;SW0626;TP0601;TV0623;9
51094;CAUCA;AP0592;AT0471;;ES0231;IM0821;ME1120;SE0372;SW0695;TP0680;TV0462;9
51096;CAUCA;AP0099;AT0062;;ES0225;IM0651;ME1305;SE0241;SW0654;TP0548;TV0049;9
51098;CAUCA;AP0395;AT0502;;ES0512;IM0310;ME1053;SE0828;SW0411;TP0571;TV0683;9
51099;CAUCA;AP0680;AT0689;;ES0517;IM3050;ME1062;SE0534;SW0814;TP0459;TV0320;9
51100;CAUCA;AP0781;AT0781;;ES0781;IM0781;ME1265;SE0781;SW0781;TP3250;TV0781;9
51101;CAUCA;AP0358;AT0410;;ES0311;IM3565;ME1738;SE0617;SW0614;TP0387;TV0064;9
51102;CAUCA;AP0762;AT0762;;ES0762;IM0762;ME1313;SE0762;SW0762;TP4271;TV0762;9
51103;CAUCA;AP0555;AT0494;;ES0510;IM0814;ME1055;SE0855;SW0383;TP0439;TV0038;9
51104;CAUCA;AP0867;AT0745;;ES1039;IM0745;ME1519;SE0746;SW0746;TP0744;TV0743;9
51105;CAUCA;AP0682;AT0684;;ES0519;IM3361;ME1065;SE0536;SW0816;TP0461;TV0322;9
51106;CAUCA;AP0323;AT0302;;ES0335;IM3300;ME1093;SE0846;SW0532;TP0302;TV0302;9
51107;CAUCA;AP0153;AT0153;;ES0153;IM0153;ME1733;SE0153;SW0153;TP0153;TV0153;9
51108;CAUCA;;AT0690;;ES0518;IM0510;ME1063;SE0535;SW0815;TP0460;TV0321;8
51109;CAUCA;AP0496;AT0218;;ES0093;IM0444;ME1334;SE0684;SW0332;TP0511;TV0078;9
51110;CAUCA;AP0490;AT0505;;ES0357;IM0313;ME1012;SE0831;SW0413;TP0574;TV0686;9
51111;CAUCA;AP0007;AT0007;;ES0007;IM0007;ME1315;SE0723;SW0723;TP0007;TV0410;9
51112;CAUCA;AP0020;AT0297;;ES0297;IM0297;ME1476;SE0020;SW0012;TP3989;TV0297;9
51113;CAUCA;AP0552;AT0491;;ES0507;IM0811;ME1095;SE0852;SW0380;TP0436;TV0035;9
51114;CAUCA;AP0683;AT0691;;ES0520;IM0512;ME3638;SE0530;SW0817;TP4237;TV0323;9
51115;CAUCA;AP0763;AT0763;;ES0763;IM0572;ME1438;SE0763;SW0763;TP0763;TV0763;9
51116;CAUCA;AP0470;AT0843;;ES0470;IM3466;;SE0349;SW0320;TP0385;TV0211;8
51117;CAUCA;AP0598;AT0705;;ES0560;IM2930;ME1039;SE0526;SW0701;TP0566;TV0660;9
51118;CAUCA;AP0667;AT0102;;ES0211;IM0810;ME1031;SE0767;SW0520;TP0352;TV0316;9
51119;CAUCA;AP0356;AT0020;;ES0310;IM0359;ME1732;SE0615;SW0612;TP0250;TV0062;9
51120;CAUCA;AP0736;AT0736;;ES0057;IM0736;ME1601;SE0736;SW0736;TP0558;TV0736;9
51121;CAUCA;AP0305;AT0305;;ES3089;IM0305;ME1445;SE0305;SW0305;;TV2940;8
51122;CAUCA;AP0021;AT0021;;ES0021;IM3145;ME1475;SE0021;SW0013;TP0021;TV0421;9
51123;CAUCA;AP0053;AT0053;;ES2969;IM0053;ME1624;SE0053;SW0053;TP0053;TV0698;9
51124;CAUCA;AP0785;AT0785;;ES0785;;ME1629;SE0785;SW0785;TP0785;TV0785;8
51125;CAUCA;AP0033;AT0033;;ES2881;IM0033;ME1487;SE0033;SW0033;TP0033;TV0434;9
51126;CAUCA;AP0768;AT0768;;ES0768;IM2999;ME1254;SE0768;SW0768;TP0768;TV0768;9
51127;CAUCA;AP0273;AT0273;;ES0273;IM0273;ME1434;SE0273;SW0273;TP2944;TV0273;9
51128;CAUCA;AP0054;AT0054;;ES0054;IM0054;ME1734;SE0054;SW0054;TP0054;TV0699;9
51129;CAUCA;AP0292;AT0292;;ES0292;IM0292;ME3546;SE0292;SW0292;TP4035;TV0292;9
51130;CAUCA;AP0052;AT0052;;ES0053;IM0052;ME1625;SE0052;SW0052;TP0052;TV0697;9
51131;CAUCA;AP0649;AT0621;;ES0367;;;SE0823;SW0847;TP3467;TV0397;7
51132;CAUCA;AP0280;AT0280;;;IM0280;ME1425;SE0280;SW0280;TP0280;TV0280;8
51133;CAUCA;AP0261;AT0261;;ES0261;IM0261;ME1616;SE0261;SW0261;TP0261;TV0261;9
51134;CAUCA;AP0085;AT0072;;ES0234;IM0524;ME1721;SE0580;SW0602;TP0342;TV0486;9
51135;CAUCA;AP0450;AT0318;;ES0852;IM0338;;SE0399;SW0657;TP0705;TV0422;8
51136;CAUCA;AP0731;AT0731;;ES0731;IM0731;ME1511;SE0731;SW0731;TP0731;TV0731;9
51137;CAUCA;AP0488;AT0503;;ES0513;IM0311;ME1054;SE0829;SW0410;TP0572;TV0684;9
51139;CAUCA;AP0397;AT0213;;ES0098;IM0607;ME1018;SE0700;SW0373;TP0230;TV0688;9
51140;CAUCA;AP0300;AT3050;;ES3034;IM0300;ME1423;SE0302;SW0302;TP0300;TV0300;9
51141;CAUCA;;;;;;ME1514;;;;;1
51142;CAUCA;AP0031;AT0031;;ES0031;IM0031;ME1488;SE0031;SW0031;TP0031;TV0433;9
51145;CAUCA;AP0871;AT0910;;ES1043;IM2956;ME1522;SE1141;SW0931;;TV0745;8
51146;CAUCA;AP0177;AT0177;;ES0177;IM0177;ME1693;SE0177;SW0177;TP0177;TV0177;9
51147;CAUCA;AP0403;AT0695;;ES0365;IM3549;ME3522;SE0821;SW0808;TP4045;TV0664;9
51148;CAUCA;AP0288;AT0288;;ES2989;IM3055;ME1645;SE0288;SW0145;;TV0288;8
51149;CAUCA;AP0611;AT0643;;ES0228;IM0850;ME1328;SE0365;SW0391;TP0673;TV0379;9
51150;CAUCA;AP0554;AT0493;;ES0506;IM3502;ME1623;SE0854;SW0382;TP0438;TV0037;9
51151;CAUCA;AP0553;AT0492;;ES0509;IM0812;ME1052;SE0853;SW0381;TP0437;TV0036;9
51152;CAUCA;AP0245;AT0466;;ES0851;IM0535;;SE0502;SW0601;TP0589;TV0480;8
51153;CAUCA;AP0771;AT0771;;ES0771;IM0771;ME1197;SE0771;SW0771;;TV0771;8
51154;CAUCA;AP0352;AT0637;;ES2927;IM3459;ME1316;SE0837;SW0552;TP3535;TV0046;9
51156;CAUCA;AP0872;AT0911;;ES0745;IM0941;ME2013;SE1142;SW0932;TP1202;TV0953;9
51157;CAUCA;AP0537;AT0012;;ES0361;;ME1015;SE0705;SW0509;TP0421;TV0690;8
51158;CAUCA;AP0275;AT2934;;ES0275;IM0275;ME1435;SE0275;SW0275;TP3136;TV0275;9
51159;CAUCA;AP0489;AT0504;;ES0356;IM0312;ME1051;SE0830;SW0412;TP0573;TV0685;9
51160;CAUCA;AP0315;AT0678;;ES0524;IM0698;ME1191;SE0839;SW0523;TP3035;TV0670;9
51162;CAUCA;AP0087;AT0074;;ES0236;IM0526;ME1710;SE0582;SW0604;TP0343;TV0488;9
51163;CAUCA;AP0586;AT0560;;ES0585;IM0631;;SE0382;SW0689;TP0695;TV0651;8
51164;CAUCA;AP0672;AT0499;;ES0375;IM0307;ME1150;SE0825;SW0407;TP0568;TV0680;9
51165;CAUCA;AP0802;AT0802;;;IM0802;ME1295;SE0802;SW0802;TP0802;TV0802;8
51166;CAUCA;AP0495;AT0217;;ES0092;IM0443;;SE0683;SW0331;TP0496;TV0077;8
51167;CAUCA;AP0051;AT0409;;ES0052;IM0051;ME1151;SE0051;SW0051;TP0051;TV0696;9
51168;CAUCA;AP0362;AT0415;;ES0316;IM3250;ME3568;SE0609;SW0609;TP4267;TV0056;9
51169;CAUCA;AP0571;AT0561;;ES0241;IM0405;ME1207;SE0383;SW0690;TP0693;TV0652;9
51170;CAUCA;AP0451;AT0319;;ES0685;IM0393;;SE0439;SW0658;TP0655;TV0357;8
51171;CAUCA;AP0302;AT0439;;;IM0385;ME1424;SE0300;SW0300;TP4053;TV0073;8
51172;CAUCA;AP0086;AT0073;;ES0235;IM3554;ME1720;SE0581;SW0603;TP2996;TV0487;9
51173;CAUCA;AP0532;AT0450;;ES0358;IM0453;ME1014;SE0516;SW0338;TP0057;TV0693;9
51175;CORDOBA;AP1347;AT1438;;ES1262;IM1595;ME2405;SE1463;SW1386;;TV1649;8
51176;CORDOBA;AP1265;AT1315;;ES1346;IM1555;ME2241;SE1655;SW1355;TP1647;TV1355;9
51177;CORDOBA;AP1370;AT1659;;ES1301;IM3560;ME2094;SE1501;SW1402;TP1401;TV1612;9
51178;CORDOBA;AP1427;AT1335;;ES1327;IM1527;ME2133;SE1627;SW1327;TP1655;TV1327;9
51179;CORDOBA;AP1509;AT1482;;ES1690;;ME3825;SE1342;SW1582;;TV1502;7
51181;CORDOBA;AP1537;AT1636;;ES1217;;ME2256;SE1448;SW1459;TP1638;TV1424;8
51182;CORDOBA;AP1664;AT1474;;ES2960;IM0134;;SE1354;SW1514;TP2935;TV1494;8
51184;CORDOBA;AP1387;AT1645;;ES1409;;ME2383;SE1401;SW1520;TP1347;TV1428;8
51185;META;AP2515;AT2515;;ES2930;IM2515;ME3222;SE2515;SW2515;TP2515;TV2515;9
51186;SUCRE;AP1922;AT1973;;;IM2011;ME3932;SE1928;SW1848;TP1926;TV1961;8
51187;SUCRE;AP1779;AT1779;;ES2878;IM1793;ME2572;SE1779;SW1779;TP1779;TV1779;9
51188;SUCRE;AP1776;AT1776;;ES1776;IM1776;ME3927;SE1776;SW1776;TP3506;TV1776;9
51189;SUCRE;AP1906;AT1961;;ES1793;IM3555;;SE1807;SW1911;TP4932;TV1844;8
51190;SUCRE;AP1745;AT1839;;ES1745;IM1745;ME2539;SE1745;SW1745;TP1745;TV1745;9
51191;SUCRE;AP1813;AT1962;;ES3018;IM3533;;SE1806;SW1792;TP3678;TV2037;8
51192;SUCRE;AP1800;AT1800;;ES1800;IM3285;ME2587;SE1814;SW1800;TP1800;TV1800;9
51193;SUCRE;AP1796;AT1796;;ES1797;IM1796;ME3928;SE1811;SW1796;TP2395;TV1796;9
51194;SUCRE;AP1978;AT1940;;ES1816;IM1937;ME2754;SE1824;SW1976;TP1981;TV1817;9
51195;SUCRE;AP1826;AT1826;;ES1826;IM3615;ME2672;SE1834;SW1826;TP1995;TV1826;9
51196;SUCRE;AP1925;AT1976;;ES2013;IM2014;ME2697;SE1931;SW1851;TP2031;TV1964;9
51197;SUCRE;AP1887;AT1887;;ES1887;IM1887;ME2795;SE1887;SW1887;;TV1887;8
51198;SUCRE;AP1712;AT1712;;ES2029;IM3169;ME2502;SE1957;SW1928;TP1712;TV1712;9
51199;SUCRE;AP1773;AT1773;;ES1773;IM1773;ME2568;SE1773;SW1773;TP1773;TV1773;9
51201;SUCRE;AP2013;AT2095;;ES0114;IM3628;ME2744;SE1948;SW2017;TP3643;TV2009;9
51202;SUCRE;AP2027;AT2079;;ES2077;IM3343;ME3920;SE2100;SW2038;;TV2029;8
51203;SUCRE;AP1907;AT1959;;ES1844;IM1846;ME2751;SE1914;SW1913;TP1792;TV1846;9
51204;SUCRE;AP1900;AT1900;;ES1910;IM3256;;SE1910;SW2071;TP3221;TV1900;8
51205;SUCRE;AP1805;AT1807;;ES1807;IM1807;ME2600;SE1817;SW1807;TP4940;TV1807;9
51206;SUCRE;AP1810;AT1746;;ES1805;IM3236;ME2597;SE1746;SW1746;;TV1802;8
51207;SUCRE;AP1767;AT1767;;ES2057;IM3543;;SE1767;SW1767;TP2084;TV1767;8
51208;CAUCA;AP0256;AT0256;EC0259;ES0256;IM0256;ME1651;SE0256;SW0256;TP3166;TV0256;10
51209;CAUCA;AP0202;AT0202;EC0202;ES0202;IM0202;ME1236;SE0202;SW0202;;TV0202;9
51211;CAUCA;AP0746;AT0746;EC0746;ES0743;IM0746;ME3583;SE1137;SW0927;TP3392;;9
51212;META;AP2465;AT2465;EC2465;;IM2544;ME3194;SE2465;SW2465;TP2465;TV2465;9
51213;BOLIVAR;AP2252;AT2362;EC2296;ES2404;IM2353;ME3057;SE2304;SW2265;TP2311;TV2453;10
51214;BOLIVAR;AP2369;AT2269;;ES2179;IM2249;ME2964;SE2199;SW2369;TP2279;TV2369;9
51215;CAUCA;;AT0472;;ES0230;IM0822;;;SW0696;;;4
51216;CAUCA;AP0656;AT0406;;ES0306;IM3018;ME1198;SE0606;SW0015;TP0253;TV0453;9
51217;CAUCA;AP0404;AT0696;;ES3146;IM0358;ME1027;SE0822;SW0809;TP2360;TV0665;9
51218;CAUCA;AP0595;AT0474;;ES0233;IM0824;ME1109;SE0375;SW0698;TP0683;TV0465;9
51219;CAUCA;AP0296;AT0296;;ES0296;IM3011;ME1407;SE0296;SW0296;TP0296;TV0296;9
51220;CAUCA;AP0301;AT0301;;ES0301;IM3327;ME1421;SE0301;SW0301;TP0301;TV0301;9
51221;CAUCA;;AT0075;;ES0237;IM0527;ME1714;SE0583;SW0605;TP0344;TV0489;8
51222;CAUCA;AP0766;AT0766;;ES0766;IM3235;ME1257;SE0766;SW0766;TP0766;TV0766;9
51223;CAUCA;AP0585;AT0559;;ES0583;IM0333;;SE0432;SW0844;;TV0650;7
51224;CAUCA;AP0246;AT0582;;ES0845;IM0665;ME1700;SE0229;SW0445;TP0006;TV0361;9
51225;CAUCA;AP0517;AT3188;;ES0198;IM0247;ME1541;SE0345;SW0477;;TV0212;8
51226;CAUCA;AP0728;AT0728;;;IM0728;ME1609;SE0728;SW0728;TP0339;TV0728;8
51227;CAUCA;AP0385;AT0444;;ES2990;IM0398;ME1186;SE0850;SW0369;TP0244;TV0026;9
51228;CAUCA;AP0775;AT0775;;ES0775;IM0775;ME1261;SE0775;SW0775;TP0775;TV0775;9
51229;CAUCA;AP0712;AT0712;;ES0712;IM0712;ME1666;SE0712;SW0712;TP0712;TV0712;9
51230;CAUCA;AP0799;AT0799;;ES0799;IM0799;ME1420;SE0799;SW0799;TP0289;TV0799;9
51231;CAUCA;AP0569;AT0359;;ES0387;IM0673;ME1282;SE0475;SW0702;TP0699;TV0369;9
51232;CAUCA;AP0764;AT0764;;ES0764;IM0764;ME1255;SE0764;SW0764;TP0764;TV0764;9
51233;CAUCA;AP0123;AT0816;;;IM0123;ME1635;SE0123;SW0123;TP0606;TV0123;8
51234;CAUCA;AP0563;AT0071;;ES0338;IM0057;ME1022;SE0499;SW0514;TP0221;TV0065;9
51235;CORDOBA;AP1575;AT1286;;ES1645;IM1651;ME2279;SE1315;SW1452;TP1565;TV1286;9
51236;CORDOBA;AP1530;AT1516;;ES1591;IM3485;ME2086;SE1446;SW1588;TP1493;TV1526;9
51237;CORDOBA;AP1215;;;ES1402;IM1321;ME2222;SE1552;SW1252;TP3541;TV1362;8
51238;CORDOBA;AP1560;AT1260;;ES1650;IM1580;;SE1300;SW1300;TP1594;TV1628;8
51239;CORDOBA;AP1644;AT1284;;ES3032;IM3443;ME2424;SE1284;SW1284;;TV1584;8
51241;META;AP2541;AT2541;;ES2541;IM2541;ME3241;SE2541;SW2541;TP2597;TV2541;9
51242;META;AP2517;AT2482;;ES2947;IM2517;ME3157;SE2517;SW2517;;TV2517;8
51243;META;AP2538;AT2538;;ES2538;IM2538;;;SW2538;;TV2538;6
51244;SUCRE;AP1729;AT1729;;ES1729;IM1729;ME3923;SE1729;SW1729;TP3600;TV1729;9
51245;SUCRE;AP1856;AT1856;;ES2031;IM1856;ME3915;SE2022;SW1856;;TV2049;8
51246;SUCRE;AP1786;AT1786;;ES1786;;ME2581;SE1786;SW1786;TP4900;TV1786;8
